ID,focus,focus ID,adj idx,det idx,before,before gender,deprel,number,dep tree size,after,focus ID after,after gender
1135,sucesor,6,5,4,"Es decir , a un auténtico sucesor y no a un heredero sólo más fresco biológicamente . ",Masc,root,Sing,18,"Es decir , a una auténtica sucesora y no a un heredero sólo más fresco biológicamente . ",6,Fem
1146,jugador,11,-1,-1,Hace unos años la mayoría de equipos jugaban con sólo cinco jugadores durante los cuarenta minutos . ,Masc,obl,Plur,5,Hace unos años la mayoría de equipos jugaban con sólo cinco jugadoras durante los cuarenta minutos . ,11,Fem
1151,detractor,4,-1,3,- Cómo atacan los detractores las defensas agresivas ? ,Masc,nsubj,Plur,3,- Cómo atacan las detractoras las defensas agresivas ? ,4,Fem
1187,pareja,10,-1,9,"En tanto que culé , yo debiera desear que esa pareja perdurara años y años en la dirección del único equipo de fútbol que hace vibrar permanentemente al Barça . ",Fem,nsubj,Sing,3,"En tanto que culé , yo debiera desear que ese socio perdurara años y años en la dirección del único equipo de fútbol que hace vibrar permanentemente al Barça . ",10,Masc
1191,hombre,7,-1,-1,"- De qué sirve poner a tres hombres marcando a Romario , si Romario puede meter tres goles como tres soles y regalar otro a Iván ? ",Masc,obj,Plur,4,"- De qué sirve poner a tres mujeres marcando a Romario , si Romario puede meter tres goles como tres soles y regalar otro a Iván ? ",7,Fem
1194,hombre,1,-1,0,"Ese hombre corre mucho y rápido , pero en realidad es un freno para el ataque del Madrid . ",Masc,nsubj,Sing,3,"Esa mujer corre mucho y rápido , pero en realidad es un freno para el ataque del Madrid . ",1,Fem
1201,extranjero,35,34,-1,"Cuando se cambia de cancha y de público ( con el - efecto 5-0 - añadido ) ; cuando se cambia de plantilla por pasar de la Liga Europea a la ACB y al tercer extranjero , y cuando se pasa de cándidos árbitros extranjeros a árbitros españoles , todo puede cambiar en un par de días . ",Masc,conj,Sing,5,"Cuando se cambia de cancha y de público ( con el - efecto 5-0 - añadido ) ; cuando se cambia de plantilla por pasar de la Liga Europea a la ACB y a la tercea extranjera , y cuando se pasa de cándidos árbitros extranjeros a árbitros españoles , todo puede cambiar en un par de días . ",36,Fem
1201,árbitro,43,44,-1,"Cuando se cambia de cancha y de público ( con el - efecto 5-0 - añadido ) ; cuando se cambia de plantilla por pasar de la Liga Europea a la ACB y al tercer extranjero , y cuando se pasa de cándidos árbitros extranjeros a árbitros españoles , todo puede cambiar en un par de días . ",Masc,obl,Plur,5,"Cuando se cambia de cancha y de público ( con el - efecto 5-0 - añadido ) ; cuando se cambia de plantilla por pasar de la Liga Europea a la ACB y al tercer extranjero , y cuando se pasa de cándidas árbitras extranjeras a árbitros españoles , todo puede cambiar en un par de días . ",43,Fem
1201,árbitro,46,47,-1,"Cuando se cambia de cancha y de público ( con el - efecto 5-0 - añadido ) ; cuando se cambia de plantilla por pasar de la Liga Europea a la ACB y al tercer extranjero , y cuando se pasa de cándidos árbitros extranjeros a árbitros españoles , todo puede cambiar en un par de días . ",Masc,obl,Plur,4,"Cuando se cambia de cancha y de público ( con el - efecto 5-0 - añadido ) ; cuando se cambia de plantilla por pasar de la Liga Europea a la ACB y al tercer extranjero , y cuando se pasa de cándidos árbitros extranjeros a árbitras españoles , todo puede cambiar en un par de días . ",46,Fem
1220,aficionado,5,-1,4,- Qué pueden pensar sus aficionados ? ,Masc,nsubj,Plur,3,- Qué pueden pensar sus aficionadas ? ,5,Fem
1228,jugador,17,-1,15,"No posee el - gancho - de Butragueño porque tal vez no lo haya poseído ningún otro jugador en la historia del fútbol español , pero nadie se le aproxima tanto en los últimos tiempos . ",Masc,nsubj,Sing,4,"No posee el - gancho - de Butragueño porque tal vez no lo haya poseído ninguna otro jugadora en la historia del fútbol español , pero nadie se le aproxima tanto en los últimos tiempos . ",17,Fem
1262,mercader,23,22,21,Incluso partes de ti dicen que todo está bien - con tal de no perder - y eso nos recuerda a los miserables mercaderes . ,Masc,obj,Plur,5,Incluso partes de ti dicen que todo está bien - con tal de no perder - y eso nos recuerda a las miserables mercaderas . ,23,Fem
1334,compañero,8,-1,-1,"Unas veces por circunstancias del azar has sido compañero y cuando más a gusto te sientes con ellos , una mala racha quita a alguno de tu entorno ciclista ; otras veces son motivos profesionales los que te llevan a un cambio de equipo , pero al final creas un grupo de amigos que sólo tiene una publicidad : la amistad . ",Masc,root,Sing,63,"Unas veces por circunstancias del azar has sido compañera y cuando más a gusto te sientes con ellos , una mala racha quita a alguno de tu entorno ciclista ; otras veces son motivos profesionales los que te llevan a un cambio de equipo , pero al final creas un grupo de amigos que sólo tiene una publicidad : la amistad . ",8,Fem
1357,heredero,18,-1,17,"* El Madrid precisa que el Deportivo gane la Liga , porque los gallegos no son considerados unos herederos , sino unos entrometidos que se supone temporales , que pertenecen a la actualidad más rabiosa y no a la historia más enrabietada . ",Masc,obj,Plur,3,"* El Madrid precisa que el Deportivo gane la Liga , porque los gallegos no son considerados unas herederas , sino unos entrometidos que se supone temporales , que pertenecen a la actualidad más rabiosa y no a la historia más enrabietada . ",18,Fem
1380,hombre,8,9,7,"Ganó el colombiano Angel Yesid Camargo y los hombres fuertes se mantuvieron cerca del líder , Tony Rominger . ",Masc,nsubj,Plur,4,"Ganó el colombiano Angel Yesid Camargo y las mujeres fuertes se mantuvieron cerca del líder , Tony Rominger . ",8,Fem
1406,hombre,12,13,11,Carlos Galarreta y Luis Pérez ( Castellblanch ) fueron dos de los hombres destacados . ,Masc,nmod,Plur,5,Carlos Galarreta y Luis Pérez ( Castellblanch ) fueron dos de las mujeres destacadas . ,12,Fem
1414,compañero,14,-1,13,"Detrás , Laudelino Cubino hacía de gregario y aguantaba el tipo para que su compañero le diera a Kelme la primera victoria en la Vuelta . ",Masc,nsubj,Sing,3,"Detrás , Laudelino Cubino hacía de gregario y aguantaba el tipo para que su compañera le diera a Kelme la primera victoria en la Vuelta . ",14,Fem
1437,candidato,9,8,7,"Zülle , no obstante , sigue siendo el máximo candidato para ocupar , al menos , ese tercer lugar . ",Masc,xcomp,Sing,14,"Zülle , no obstante , sigue siendo la máxima candidata para ocupar , al menos , ese tercer lugar . ",9,Fem
1455,patrocinador,3,-1,2,"Paralelamente , sus patrocinadores , con el departamento de marketing a la expectativa de cumplir los objetivos marcados a principio de temporada , dan "" toques de atención "" a los directores de equipo cuando no se alcanzan los niveles deseados . ",Masc,nsubj,Plur,3,"Paralelamente , sus patrocinadoras , con el departamento de marketing a la expectativa de cumplir los objetivos marcados a principio de temporada , dan "" toques de atención "" a los directores de equipo cuando no se alcanzan los niveles deseados . ",3,Fem
1455,director,31,-1,30,"Paralelamente , sus patrocinadores , con el departamento de marketing a la expectativa de cumplir los objetivos marcados a principio de temporada , dan "" toques de atención "" a los directores de equipo cuando no se alcanzan los niveles deseados . ",Masc,obj,Plur,6,"Paralelamente , sus patrocinadores , con el departamento de marketing a la expectativa de cumplir los objetivos marcados a principio de temporada , dan "" toques de atención "" a las directoras de equipo cuando no se alcanzan los niveles deseados . ",31,Fem
1457,director,1,2,0,"El director deportivo transmite inmediatamente el "" mensaje "" a sus ciclistas como si de un conducto reglamentario se tratase - muchas veces en el momento menos adecuado - , y éstos se desmoralizan más aún si cabe por no haber cumplido con su misión en la carrera . ",Masc,nsubj,Sing,4,"La directora deportiva transmite inmediatamente el "" mensaje "" a sus ciclistas como si de un conducto reglamentario se tratase - muchas veces en el momento menos adecuado - , y éstos se desmoralizan más aún si cabe por no haber cumplido con su misión en la carrera . ",1,Fem
1487,hijo,2,-1,1,"Son los hijos de una joven ciencia bautizada con el nombre de vida artificial o , como dicen los anglosajones , Artificial Life o A-life . ",Masc,root,Plur,27,"Son las hijas de una joven ciencia bautizada con el nombre de vida artificial o , como dicen los anglosajones , Artificial Life o A-life . ",2,Fem
1549,hombre,4,-1,3,"Desde siempre , el hombre había soñado con la posibilidad de generar vida artificial , ya fuera ensamblando bielas y engranajes , o manipulando órganos y tejidos en los sótanos de hospitales y laboratorios , como hacía el doctor Frankenstein , para conseguir un autómata capaz de emular algunas de las actividades propias de los seres vivos . ",Masc,nsubj,Sing,3,"Desde siempre , la mujer había soñado con la posibilidad de generar vida artificial , ya fuera ensamblando bielas y engranajes , o manipulando órganos y tejidos en los sótanos de hospitales y laboratorios , como hacía el doctor Frankenstein , para conseguir un autómata capaz de emular algunas de las actividades propias de los seres vivos . ",4,Fem
1553,usuario,1,-1,0,"El usuario puede generar en estos las criaturas que le vengan a la imaginación , y llevar a cabo con ellas fascinantes experimentos . ",Masc,nsubj,Sing,3,"La usuaria puede generar en estos las criaturas que le vengan a la imaginación , y llevar a cabo con ellas fascinantes experimentos . ",1,Fem
1573,compañero,16,-1,15,"Puesto que la hembra está receptiva constantemente y no muestra señales visibles de cansancio , sus compañeros se acoplan con ella en cualquier momento , incluso cuando está preñada o en período de lactancia . ",Masc,nsubj,Plur,3,"Puesto que la hembra está receptiva constantemente y no muestra señales visibles de cansancio , sus compañeras se acoplan con ella en cualquier momento , incluso cuando está preñada o en período de lactancia . ",16,Fem
1584,mujer,23,-1,22,"En el momento del nacimiento , cada gemelo pesa ya una décima parte del peso de su madre , tanto como si una mujer diera a luz bebés de 6 kilos . ",Fem,nsubj,Sing,3,"En el momento del nacimiento , cada gemelo pesa ya una décima parte del peso de su madre , tanto como si un hombre diera a luz bebés de 6 kilos . ",23,Masc
1588,madre,2,-1,1,"Además la madre no puede hacer mucho en cuanto al transporte , pues tiene que comer el doble de lo normal para producir suficiente leche . ",Fem,nsubj,Sing,3,"Además el padre no puede hacer mucho en cuanto al transporte , pues tiene que comer el doble de lo normal para producir suficiente leche . ",2,Masc
1615,propulsor,4,-1,-1,"Como éste no contiene propulsor , hay que introducir una mayor cantidad de aire en su sistema de toberas . ",Masc,obj,Sing,2,"Como éste no contiene propulsora , hay que introducir una mayor cantidad de aire en su sistema de toberas . ",4,Fem
1640,inventor,7,6,5,"Con semejante aditamento hípico , el buen inventor confiaba en tranquilizar a los animales . ",Masc,nsubj,Sing,4,"Con semejante aditamento hípico , la buen inventora confiaba en tranquilizar a los animales . ",7,Fem
1647,socio,8,-1,-1,En 1903 fundó su primera compañía con doce socios . ,Masc,obl,Plur,4,En 1903 fundó su primera compañía con doce socias . ,8,Fem
1657,fundador,14,-1,13,Esta filosofía recibió el nombre de fordismo y durante algún tiempo hizo de su fundador el dolor de los obreros . ,Masc,obj,Sing,4,Esta filosofía recibió el nombre de fordismo y durante algún tiempo hizo de su fundadora el dolor de los obreros . ,14,Fem
1675,investigador,41,-1,40,"En contra de lo que se pensaba , el tamaño de las partículas que componen los anillos es mucho menor de lo que se imaginaba ( del orden de micras ) , lo que ha dejado un tanto perplejos a los investigadores . ",Masc,obj,Plur,4,"En contra de lo que se pensaba , el tamaño de las partículas que componen los anillos es mucho menor de lo que se imaginaba ( del orden de micras ) , lo que ha dejado un tanto perplejos a las investigadoras . ",41,Fem
