ID,focus,focus ID,focus ID after,adj idx,det idx,before,before number,deprel,gender,dep tree size,after,after number
101,este,19,19,-1,18,"Aunque rodeado de amenazas chiítas , Al - Qadir tuvo el apoyo de los turcos sunnitas gaznavíes en el este y más tarde , de los selyúcidas en el norte . ",Sing,obl,Masc,4,"Aunque rodeado de amenazas chiítas , Al - Qadir tuvo el apoyo de los turcos sunnitas gaznavíes en los estes y más tarde , de los selyúcidas en el norte . ",Plur
101,selyúcido,26,25,-1,25,"Aunque rodeado de amenazas chiítas , Al - Qadir tuvo el apoyo de los turcos sunnitas gaznavíes en el este y más tarde , de los selyúcidas en el norte . ",Plur,nmod,Fem,4,"Aunque rodeado de amenazas chiítas , Al - Qadir tuvo el apoyo de los turcos sunnitas gaznavíes en el este y más tarde , del selyúcida en el norte . ",Sing
101,norte,29,29,-1,28,"Aunque rodeado de amenazas chiítas , Al - Qadir tuvo el apoyo de los turcos sunnitas gaznavíes en el este y más tarde , de los selyúcidas en el norte . ",Sing,nmod,Masc,4,"Aunque rodeado de amenazas chiítas , Al - Qadir tuvo el apoyo de los turcos sunnitas gaznavíes en el este y más tarde , de los selyúcidas en los nortes . ",Plur
102,organización,1,1,-1,0,La organización de la energía luminosa es específica en situaciones prácticas de factores geométricos con respecto a la luz . ,Sing,nsubj,Fem,7,Las organizaciones de la energía luminosa son específicas en situaciones prácticas de factores geométricos con respecto a la luz . ,Plur
102,situación,9,10,10,-1,La organización de la energía luminosa es específica en situaciones prácticas de factores geométricos con respecto a la luz . ,Plur,nmod,Fem,7,La organización de la energía luminosa es específica en una situación una práctica de factores geométricos con respecto a la luz . ,Sing
102,respecto,15,15,-1,-1,La organización de la energía luminosa es específica en situaciones prácticas de factores geométricos con respecto a la luz . ,Sing,nmod,Masc,6,La organización de la energía luminosa es específica en situaciones prácticas de factores geométricos con respectos a la luz . ,Plur
103,vez,1,1,-1,0,"Una vez que el conquistador reunía suficiente oro , era frecuente que se volviese a España a disfrutar de su fortuna . ",Sing,nmod,Fem,10,"Unas veces que el conquistador reunía suficiente oro , era frecuente que se volviese a España a disfrutar de su fortuna . ",Plur
103,fortuna,20,20,-1,19,"Una vez que el conquistador reunía suficiente oro , era frecuente que se volviese a España a disfrutar de su fortuna . ",Sing,obl,Fem,4,"Una vez que el conquistador reunía suficiente oro , era frecuente que se volviese a España a disfrutar de sus fortunas . ",Plur
104,momento,1,1,-1,0,"Los momentos de mayor pánico y angustia se vivieron en boliches y bailantas de la zona , a las 6:56 horas ( hora local ) , cuando los locales bailables se encontraban con su capacidad colmada . ",Plur,nsubj,Masc,8,"El momento de mayor pánico y angustia se vivió en boliches y bailantas de la zona , a las 6:56 horas ( hora local ) , cuando los locales bailables se encontraban con su capacidad colmada . ",Sing
104,boliche,10,11,-1,-1,"Los momentos de mayor pánico y angustia se vivieron en boliches y bailantas de la zona , a las 6:56 horas ( hora local ) , cuando los locales bailables se encontraban con su capacidad colmada . ",Plur,obl,Masc,8,"Los momentos de mayor pánico y angustia se vivieron en un boliche y bailantas de la zona , a las 6:56 horas ( hora local ) , cuando los locales bailables se encontraban con su capacidad colmada . ",Sing
104,local,28,28,29,27,"Los momentos de mayor pánico y angustia se vivieron en boliches y bailantas de la zona , a las 6:56 horas ( hora local ) , cuando los locales bailables se encontraban con su capacidad colmada . ",Plur,nsubj,Masc,4,"Los momentos de mayor pánico y angustia se vivieron en boliches y bailantas de la zona , a las 6:56 horas ( hora local ) , cuando el local bailables se encontraba con su capacidad colmada . ",Sing
104,capacidad,34,34,35,33,"Los momentos de mayor pánico y angustia se vivieron en boliches y bailantas de la zona , a las 6:56 horas ( hora local ) , cuando los locales bailables se encontraban con su capacidad colmada . ",Sing,obl,Fem,5,"Los momentos de mayor pánico y angustia se vivieron en boliches y bailantas de la zona , a las 6:56 horas ( hora local ) , cuando los locales bailables se encontraban con sus capacidades colmadas . ",Plur
106,observador,1,1,2,0,Un observador externo puede tomar directamente las medidas nomotéticas ( ejemplos de éstas medidas pueden ser el peso de un objeto o la cantidad de veces que se presenta un comportamiento particular ) ; ,Sing,nsubj,Masc,4,Unos observadores externos puede tomar directamente las medidas nomotéticas ( ejemplos de éstas medidas pueden ser el peso de un objeto o la cantidad de veces que se presenta un comportamiento particular ) ; ,Plur
106,medida,7,7,8,6,Un observador externo puede tomar directamente las medidas nomotéticas ( ejemplos de éstas medidas pueden ser el peso de un objeto o la cantidad de veces que se presenta un comportamiento particular ) ; ,Plur,obj,Fem,28,Un observador externo puede tomar directamente la medida una nomotética ( ejemplos de éstas medidas pueden ser el peso de un objeto o la cantidad de veces que se presenta un comportamiento particular ) ; ,Sing
109,producto,4,5,-1,-1,"Realizan el catering con productos de alta calidad , e incluso de procedencia ecológica . ",Plur,obl,Masc,12,"Realizan el catering con un producto de alta calidad , e incluso de procedencia ecológica . ",Sing
110,diseño,3,3,-1,2,"Algunos de sus diseños se convirtieron en piezas de los museos más importantes internacionalmente , en Europa , Estado Unidos , y Japón . ",Plur,nmod,Masc,4,"Algunos de su diseño se convirtieron en piezas de los museos más importantes internacionalmente , en Europa , Estado Unidos , y Japón . ",Sing
110,pieza,7,8,-1,-1,"Algunos de sus diseños se convirtieron en piezas de los museos más importantes internacionalmente , en Europa , Estado Unidos , y Japón . ",Plur,obl,Fem,18,"Algunos de sus diseños se convirtieron en una pieza de los museos más importantes internacionalmente , en Europa , Estado Unidos , y Japón . ",Sing
111,mezcla,3,3,-1,0,"El diseño es mezcla de los estilos arquitectónicos federal , griego y gótico . ",Sing,root,Fem,15,"Los diseños son mezclas de los estilos arquitectónicos federal , griego y gótico . ",Plur
112,cuartel,3,3,4,2,Queipo tenía su cuartel general en Capitanía y venía utilizando para sus conquistas en Andalucía a moros y legionarios que Franco traía de África . ,Sing,obj,Masc,4,Queipo tenía sus cuarteles general en Capitanía y venía utilizando para sus conquistas en Andalucía a moros y legionarios que Franco traía de África . ,Plur
114,acuerdo,6,5,-1,5,"Pero no se llegó a un acuerdo y como resultado los países de Europa Occidental , con la excepción de Francia , adoptaron el PAL mientras que los de Europa Oriental y Francia el SECAM . ",Sing,obl,Masc,4,"Pero no se llegó a acuerdos y como resultado los países de Europa Occidental , con la excepción de Francia , adoptaron el PAL mientras que los de Europa Oriental y Francia el SECAM . ",Plur
114,resultado,9,9,-1,-1,"Pero no se llegó a un acuerdo y como resultado los países de Europa Occidental , con la excepción de Francia , adoptaron el PAL mientras que los de Europa Oriental y Francia el SECAM . ",Sing,obl,Masc,3,"Pero no se llegó a un acuerdo y como resultados los países de Europa Occidental , con la excepción de Francia , adoptaron el PAL mientras que los de Europa Oriental y Francia el SECAM . ",Plur
121,plan,28,28,-1,27,"-- Fernando Gago : Pese a sus 24 años ya su buen rendimiento en los últimos partidos de liga , el '' Pintita '' no entra en los planes para la siguiente campaña . ",Plur,obl,Masc,8,"-- Fernando Gago : Pese a sus 24 años ya su buen rendimiento en los últimos partidos de liga , el '' Pintita '' no entra en el plan para la siguiente campaña . ",Sing
123,intento,3,3,-1,2,"Después de varios intentos , Beecham finalmente solicitó una patente de protección de EE.UU. para el fármaco en 1981 , y las patentes de EE.UU. 4.525.352 , 4.529.720 , y 4.560.552 fueron concedidas en 1985 . ",Plur,obl,Masc,6,"Después de varios intento , Beecham finalmente solicitó una patente de protección de EE.UU. para el fármaco en 1981 , y las patentes de EE.UU. 4.525.352 , 4.529.720 , y 4.560.552 fueron concedidas en 1985 . ",Sing
123,fármaco,16,16,-1,15,"Después de varios intentos , Beecham finalmente solicitó una patente de protección de EE.UU. para el fármaco en 1981 , y las patentes de EE.UU. 4.525.352 , 4.529.720 , y 4.560.552 fueron concedidas en 1985 . ",Sing,obl,Masc,4,"Después de varios intentos , Beecham finalmente solicitó una patente de protección de EE.UU. para los fármacos en 1981 , y las patentes de EE.UU. 4.525.352 , 4.529.720 , y 4.560.552 fueron concedidas en 1985 . ",Plur
124,liga,3,3,-1,2,"Tras finalizar la liga en cuarta posición , y con una brillante actuación en la liguilla de promoción , que termina invicto , el club logra el ascenso en su primer año de vida . ",Sing,obj,Fem,3,"Tras finalizar las ligas en cuarta posición , y con una brillante actuación en la liguilla de promoción , que termina invicto , el club logra el ascenso en su primer año de vida . ",Plur
124,posición,6,6,-1,-1,"Tras finalizar la liga en cuarta posición , y con una brillante actuación en la liguilla de promoción , que termina invicto , el club logra el ascenso en su primer año de vida . ",Sing,obl,Fem,4,"Tras finalizar la liga en cuarta posiciones , y con una brillante actuación en la liguilla de promoción , que termina invicto , el club logra el ascenso en su primer año de vida . ",Plur
124,actuación,12,11,11,10,"Tras finalizar la liga en cuarta posición , y con una brillante actuación en la liguilla de promoción , que termina invicto , el club logra el ascenso en su primer año de vida . ",Sing,conj,Fem,12,"Tras finalizar la liga en cuarta posición , y con brillante actuaciones en la liguilla de promoción , que termina invicto , el club logra el ascenso en su primer año de vida . ",Plur
124,club,24,24,-1,23,"Tras finalizar la liga en cuarta posición , y con una brillante actuación en la liguilla de promoción , que termina invicto , el club logra el ascenso en su primer año de vida . ",Sing,nsubj,Masc,8,"Tras finalizar la liga en cuarta posición , y con una brillante actuación en la liguilla de promoción , que termina invicto , los clubes logran el ascenso en su primer año de vida . ",Plur
124,ascenso,27,27,-1,26,"Tras finalizar la liga en cuarta posición , y con una brillante actuación en la liguilla de promoción , que termina invicto , el club logra el ascenso en su primer año de vida . ",Sing,obj,Masc,3,"Tras finalizar la liga en cuarta posición , y con una brillante actuación en la liguilla de promoción , que termina invicto , el club logra los ascensos en su primer año de vida . ",Plur
124,año,31,31,-1,29,"Tras finalizar la liga en cuarta posición , y con una brillante actuación en la liguilla de promoción , que termina invicto , el club logra el ascenso en su primer año de vida . ",Sing,obl,Masc,7,"Tras finalizar la liga en cuarta posición , y con una brillante actuación en la liguilla de promoción , que termina invicto , el club logra el ascenso en sus primer años de vida . ",Plur
126,límite,18,18,-1,-1,"Con recorrido este -- oeste , la avenida transcurre por varias zonas de Buenos Aires , actuando como límite entre los barrios de Constitución y Monserrat , Balvanera y San Cristóbal y Almagro y Boedo . ",Sing,obl,Masc,19,"Con recorrido este -- oeste , la avenida transcurre por varias zonas de Buenos Aires , actuando como límites entre los barrios de Constitución y Monserrat , Balvanera y San Cristóbal y Almagro y Boedo . ",Plur
128,emoción,6,6,-1,5,"Se habla sobre todo de las emociones que rodean a los niños , que son los personajes principales . ",Plur,obl,Fem,15,"Se habla sobre todo de la emoción que rodean a los niños , que son los personajes principales . ",Sing
129,exposición,14,14,15,12,Creó inicialmente esculturas de hierro realistas - principalmente aves - y presentó su primera exposición individual en 1954 en la Galería Martinet de Amsterdam . ,Sing,obj,Fem,5,Creó inicialmente esculturas de hierro realistas - principalmente aves - y presentó sus primera exposiciones individual en 1954 en la Galería Martinet de Amsterdam . ,Plur
130,interior,2,2,-1,1,"En el interior hay un altar de adobe y piedra y cuatro imágenes con coronas de plata , además de cuadros cuzqueños en muros , más las imágenes y objetos de un antiguo esplendo como la curiosa águila tallada en madera policromada usada como candelabro . ",Sing,obl,Masc,4,"En los interiores hay un altar de adobe y piedra y cuatro imágenes con coronas de plata , además de cuadros cuzqueños en muros , más las imágenes y objetos de un antiguo esplendo como la curiosa águila tallada en madera policromada usada como candelabro . ",Plur
130,altar,5,4,-1,4,"En el interior hay un altar de adobe y piedra y cuatro imágenes con coronas de plata , además de cuadros cuzqueños en muros , más las imágenes y objetos de un antiguo esplendo como la curiosa águila tallada en madera policromada usada como candelabro . ",Sing,obj,Masc,14,"En el interior hay altares de adobe y piedra y cuatro imágenes con coronas de plata , además de cuadros cuzqueños en muros , más las imágenes y objetos de un antiguo esplendo como la curiosa águila tallada en madera policromada usada como candelabro . ",Plur
130,cuadro,20,21,21,-1,"En el interior hay un altar de adobe y piedra y cuatro imágenes con coronas de plata , además de cuadros cuzqueños en muros , más las imágenes y objetos de un antiguo esplendo como la curiosa águila tallada en madera policromada usada como candelabro . ",Plur,obl,Masc,29,"En el interior hay un altar de adobe y piedra y cuatro imágenes con coronas de plata , además de un cuadro un cuzqueño en muros , más las imágenes y objetos de un antiguo esplendo como la curiosa águila tallada en madera policromada usada como candelabro . ",Sing
